PRENOM;SEXE;ANNEE_NAISSANCE;OCCURRENCE;VILLE
Hanna;F;2006;26;Paris
Hannah;F;2006;22;Paris
Harold;M;2006;6;Paris
Harouna;M;2006;6;Paris
Harry;M;2006;7;Paris
Hawa;F;2006;22;Paris
Haya;F;2006;11;Paris
Hector;M;2006;47;Paris
Helena;F;2006;9;Paris
Helène;F;2006;30;Paris
Helie;M;2006;6;Paris
Heloïse;F;2006;77;Paris
Henri;M;2006;27;Paris
Henry;M;2006;7;Paris
Hermine;F;2006;12;Paris
Hicham;M;2006;6;Paris
Hillel;M;2006;10;Paris
Hippolyte;M;2006;31;Paris
Hortense;F;2006;25;Paris
Houda;F;2006;6;Paris
Hubert;M;2006;6;Paris
Hugo;M;2006;157;Paris
Hugues;M;2006;6;Paris
Ian;M;2006;9;Paris
Ibrahim;M;2006;43;Paris
Ibrahima;M;2006;20;Paris
Idriss;M;2006;12;Paris
Idrissa;M;2006;8;Paris
Ilan;M;2006;23;Paris
Ilana;F;2006;13;Paris
Ilhan;M;2006;6;Paris
Ilian;M;2006;27;Paris
Iliana;F;2006;8;Paris
Ilias;M;2006;10;Paris
Ilona;F;2006;7;Paris
Ilyas;M;2006;16;Paris
Ilyes;M;2006;29;Paris
Ilyès;M;2006;8;Paris
Iman;F;2006;10;Paris
Imane;F;2006;30;Paris
Imen;F;2006;13;Paris
Imene;F;2006;8;Paris
Imène;F;2006;6;Paris
Ines;F;2006;35;Paris
Inès;F;2006;255;Paris
Irène;F;2006;13;Paris
Irina;F;2006;7;Paris
Iris;F;2006;48;Paris
Isaac;M;2006;26;Paris
Isabelle;F;2006;8;Paris
Isaure;F;2006;19;Paris
Isis;F;2006;9;Paris
Ismael;M;2006;9;Paris
Ismaël;M;2006;43;Paris
Ismaïl;M;2006;10;Paris
Issa;M;2006;17;Paris
Issam;M;2006;15;Paris
Ivan;M;2006;15;Paris
Jack;M;2006;9;Paris
Jacques;M;2006;17;Paris
Jad;M;2006;9;Paris
Jade;F;2006;119;Paris
Jalil;M;2006;6;Paris
James;M;2006;16;Paris
Jana;F;2006;9;Paris
Jasmine;F;2006;22;Paris
Jason;M;2006;16;Paris
Jawad;M;2006;7;Paris
Jean;M;2006;65;Paris
Jean-Baptiste;M;2006;20;Paris
Jeanne;F;2006;159;Paris
Jenna;F;2006;6;Paris
Jennifer;F;2006;6;Paris
Jeremie;M;2006;24;Paris
Jeremy;M;2006;45;Paris
Jeremy;M;2006;10;Paris
Jerôme;M;2006;6;Paris
Jessica;F;2006;22;Paris
Jessy;X;2006;10;Paris
Jimmy;M;2006;7;Paris
Joachim;M;2006;22;Paris
Joan;M;2006;6;Paris
Joana;F;2006;11;Paris
Joe;M;2006;6;Paris
Joël;M;2006;7;Paris
Joëlle;F;2006;6;Paris
Johan;M;2006;13;Paris
Johanna;F;2006;10;Paris
John;M;2006;7;Paris
Jonas;M;2006;23;Paris
Jonathan;M;2006;25;Paris
Jordan;M;2006;12;Paris
Joris;M;2006;6;Paris
Joseph;M;2006;93;Paris
Josephine;F;2006;67;Paris
Joshua;M;2006;24;Paris
Josue;M;2006;6;Paris
Joyce;F;2006;9;Paris
Judith;F;2006;26;Paris
Jules;M;2006;161;Paris
Julia;F;2006;91;Paris
Julian;M;2006;14;Paris
Juliana;F;2006;7;Paris
Julie;F;2006;88;Paris
Julien;M;2006;107;Paris
Juliette;F;2006;149;Paris
June;F;2006;6;Paris
Justin;M;2006;8;Paris
Justine;F;2006;53;Paris
Kacper;M;2006;6;Paris
Kadiatou;F;2006;13;Paris
Kadidiatou;F;2006;6;Paris
Kady;F;2006;9;Paris
Kahina;F;2006;11;Paris
Kaïna;F;2006;6;Paris
Kaïs;M;2006;8;Paris
Kamil;M;2006;11;Paris
Kamila;F;2006;8;Paris
Karim;M;2006;18;Paris
Karine;F;2006;10;Paris
Karl;M;2006;20;Paris
Karolina;F;2006;7;Paris
Katell;F;2006;7;Paris
Katia;F;2006;7;Paris
Kelly;F;2006;22;Paris
Kenny;M;2006;6;Paris
Kenza;F;2006;37;Paris
Kenzo;M;2006;9;Paris
Keren;F;2006;8;Paris
Ketsia;F;2006;7;Paris
Kevin;M;2006;27;Paris
Kevin;M;2006;30;Paris
Khadija;F;2006;10;Paris
Kiara;F;2006;9;Paris
Kilian;M;2006;10;Paris
Killian;M;2006;18;Paris
Kim;F;2006;9;Paris
Kylian;M;2006;42;Paris
Kyllian;M;2006;11;Paris
Laetitia;F;2006;16;Paris
Laëtitia;F;2006;13;Paris
Lamine;M;2006;9;Paris
Lana;F;2006;24;Paris
Lancelot;M;2006;8;Paris
Lara;F;2006;16;Paris
Lassana;M;2006;17;Paris
Laszlo;M;2006;8;Paris
Laura;F;2006;81;Paris
Laure;F;2006;18;Paris
Laurène;F;2006;8;Paris
Laurent;M;2006;10;Paris
Lauriane;F;2006;7;Paris
Lea;F;2006;184;Paris
Lea;F;2006;8;Paris
Leandre;M;2006;12;Paris
Leane;F;2006;29;Paris
Leïla;F;2006;13;Paris
Lena;F;2006;61;Paris
Lena;F;2006;20;Paris
Lenny;M;2006;36;Paris
Leny;M;2006;6;Paris
Leo;M;2006;124;Paris
Leo;M;2006;6;Paris
Leon;M;2006;24;Paris
Leonard;M;2006;43;Paris
Leonie;F;2006;23;Paris
Leonore;F;2006;18;Paris
Leo-Paul;M;2006;7;Paris
Leopold;M;2006;29;Paris
Leopoldine;F;2006;7;Paris
Lia;F;2006;11;Paris
Liam;M;2006;25;Paris
Lila;F;2006;49;Paris
Lilas;F;2006;12;Paris
Lili;F;2006;27;Paris
Lilia;F;2006;23;Paris
Lilian;M;2006;20;Paris
Lilly;F;2006;8;Paris
Lilou;F;2006;44;Paris
Lily;F;2006;32;Paris
Lilya;F;2006;13;Paris
Lina;F;2006;114;Paris
Linda;F;2006;8;Paris
Lindsay;F;2006;6;Paris
Line;F;2006;9;Paris
Lino;M;2006;10;Paris
Lior;M;2006;12;Paris
Liora;F;2006;11;Paris
Lirone;M;2006;10;Paris
Lisa;F;2006;121;Paris
Lise;F;2006;22;Paris
Lison;F;2006;14;Paris
Liv;F;2006;6;Paris
Livia;F;2006;9;Paris
Liza;F;2006;8;Paris
Loan;M;2006;7;Paris
Loane;F;2006;13;Paris
Logan;M;2006;7;Paris
Loïc;M;2006;22;Paris
Loïs;M;2006;7;Paris
Lola;F;2006;80;Paris
Lorena;F;2006;6;Paris
Lorenzo;M;2006;24;Paris
Loris;M;2006;13;Paris
Lou;F;2006;101;Paris
Lou-Ann;F;2006;13;Paris
Lou-Anne;F;2006;10;Paris
Louis;M;2006;247;Paris
Louisa;F;2006;8;Paris
Louise;F;2006;218;Paris
Louis-Marie;F;2006;6;Paris
Louison;F;2006;18;Paris
Louka;M;2006;13;Paris
Loula;F;2006;6;Paris
Louna;F;2006;18;Paris
Loup;M;2006;6;Paris
Luc;M;2006;16;Paris
Luca;M;2006;31;Paris
Lucas;M;2006;168;Paris
Luce;F;2006;9;Paris
Lucia;F;2006;11;Paris
Lucie;F;2006;140;Paris
Lucien;M;2006;26;Paris
Lucile;F;2006;35;Paris
Lucille;F;2006;10;Paris
Lucy;F;2006;10;Paris
Ludivine;F;2006;21;Paris
Ludmila;F;2006;7;Paris
Ludovic;M;2006;12;Paris
Luigi;M;2006;6;Paris
Luka;M;2006;22;Paris
Lukas;M;2006;13;Paris
Luna;F;2006;60;Paris
Lydia;F;2006;21;Paris
Lyna;F;2006;34;Paris
Maélis;F;2006;6;Paris
Maceo;M;2006;11;Paris
Maceo;M;2006;6;Paris
Madeleine;F;2006;36;Paris
Madina;F;2006;6;Paris
Mae;F;2006;9;Paris
Maël;M;2006;55;Paris
Maëlie;F;2006;6;Paris
Maëlle;F;2006;30;Paris
Maelys;F;2006;8;Paris
Maëlys;F;2006;37;Paris
Maeva;F;2006;6;Paris
Maeva;F;2006;24;Paris
Maëva;F;2006;11;Paris
Mahamadou;M;2006;11;Paris
Mahault;F;2006;8;Paris
Mahaut;F;2006;19;Paris
Mahe;M;2006;13;Paris
Maïa;F;2006;27;Paris
Maïlys;F;2006;14;Paris
Maïmouna;F;2006;24;Paris
Maïssa;F;2006;15;Paris
Maïwenn;F;2006;6;Paris
Malak;F;2006;8;Paris
Malcolm;M;2006;6;Paris
Malek;F;2006;7;Paris
Malick;M;2006;7;Paris
Malik;M;2006;16;Paris
Malo;M;2006;31;Paris
Mamadou;M;2006;31;Paris
Manel;F;2006;21;Paris
Manelle;F;2006;7;Paris
Manon;F;2006;154;Paris
Marc;M;2006;34;Paris
Marceau;M;2006;10;Paris
Marcel;M;2006;8;Paris
Marco;M;2006;13;Paris
Marcus;M;2006;11;Paris
Margaux;F;2006;69;Paris
Margot;F;2006;72;Paris
Marguerite;F;2006;20;Paris
Maria;F;2006;26;Paris
Mariam;F;2006;33;Paris
Mariama;F;2006;10;Paris
Mariame;F;2006;12;Paris
Marianne;F;2006;13;Paris
Marie;F;2006;177;Paris
Marie-Lou;F;2006;6;Paris
Marilou;F;2006;18;Paris
Marin;M;2006;26;Paris
Marina;F;2006;11;Paris
Marine;F;2006;45;Paris
Marion;F;2006;44;Paris
Marius;M;2006;44;Paris
Marjane;F;2006;6;Paris
Marjorie;F;2006;6;Paris
Marko;M;2006;6;Paris
Marthe;F;2006;7;Paris
Martin;M;2006;107;Paris
Marvin;M;2006;9;Paris
Marwa;F;2006;12;Paris
Marwan;M;2006;17;Paris
Marwane;M;2006;7;Paris
Maryam;F;2006;14;Paris
Mateo;M;2006;11;Paris
Matheo;M;2006;49;Paris
Mathias;M;2006;54;Paris
Mathieu;M;2006;95;Paris
Mathilde;F;2006;154;Paris
Mathis;M;2006;124;Paris
Mathurin;M;2006;8;Paris
Mathys;M;2006;23;Paris
Matias;M;2006;11;Paris
Matis;M;2006;13;Paris
Matisse;M;2006;8;Paris
Matteo;M;2006;45;Paris
Matteo;M;2006;39;Paris
Mattheo;M;2006;6;Paris
Matthias;M;2006;19;Paris
Matthieu;M;2006;79;Paris
Maud;F;2006;24;Paris
Max;M;2006;44;Paris
Maxence;M;2006;97;Paris
Maxim;M;2006;13;Paris
Maxime;M;2006;199;Paris
Maximilien;M;2006;34;Paris
Maya;F;2006;54;Paris
Mayeul;M;2006;7;Paris
Maylis;F;2006;12;Paris
Mayssa;F;2006;10;Paris
Mehdi;M;2006;47;Paris
Melanie;F;2006;23;Paris
Melchior;M;2006;16;Paris
Melina;F;2006;23;Paris
Melina;F;2006;7;Paris
Meline;F;2006;15;Paris
Melissa;F;2006;40;Paris
Melissa;F;2006;14;Paris
Melodie;F;2006;11;Paris
Melody;F;2006;7;Paris
Melvil;M;2006;11;Paris
Melvin;M;2006;14;Paris
Melvyn;M;2006;7;Paris
Meriem;F;2006;10;Paris
Merlin;M;2006;12;Paris
Merwan;M;2006;7;Paris
Mia;F;2006;11;Paris
Michael;M;2006;9;Paris
Michaël;M;2006;11;Paris
Michel;M;2006;9;Paris
Mickaël;M;2006;14;Paris
Mike;M;2006;7;Paris
Mila;F;2006;43;Paris
Milan;M;2006;21;Paris
Milena;F;2006;7;Paris
Milla;F;2006;6;Paris
Milo;M;2006;32;Paris
Mina;F;2006;22;Paris
Minh;M;2006;8;Paris
Mohamed;M;2006;155;Paris
Mohamed-Amine;M;2006;8;Paris
Mohammed;M;2006;16;Paris
Moïse;M;2006;6;Paris
Mona;F;2006;18;Paris
Morgan;M;2006;7;Paris
Morgane;F;2006;26;Paris
Mouhamed;M;2006;6;Paris
Moussa;M;2006;41;Paris
Moustapha;M;2006;11;Paris
Myriam;F;2006;60;Paris
Nabil;M;2006;10;Paris
Nada;F;2006;8;Paris
Nadia;F;2006;6;Paris
Nadir;M;2006;9;Paris
Naël;M;2006;22;Paris
Naëlle;F;2006;6;Paris
Naïla;F;2006;13;Paris
Naïm;M;2006;10;Paris
Naïma;F;2006;6;Paris
Naïs;F;2006;6;Paris
Naomi;F;2006;15;Paris
Naomie;F;2006;16;Paris
Nassim;M;2006;20;Paris
Natacha;F;2006;8;Paris
Nathalie;F;2006;9;Paris
Nathan;M;2006;180;Paris
Nathanaël;M;2006;15;Paris
Nawel;F;2006;13;Paris
Naya;F;2006;6;Paris
Nayla;F;2006;9;Paris
Neil;M;2006;7;Paris
Neïla;F;2006;9;Paris
Nell;F;2006;9;Paris
Nelly;F;2006;8;Paris
Nelson;M;2006;10;Paris
Neo;M;2006;6;Paris
Nesrine;F;2006;9;Paris
Nicolas;M;2006;128;Paris
Nicole;F;2006;6;Paris
Niels;M;2006;19;Paris
Nikola;M;2006;7;Paris
Nil;M;2006;8;Paris
Nils;M;2006;21;Paris
Nina;F;2006;129;Paris
Nine;F;2006;13;Paris
Nino;M;2006;25;Paris
Ninon;F;2006;27;Paris
Noa;F;2006;79;Paris
Noah;M;2006;93;Paris
Noam;M;2006;48;Paris
Noe;M;2006;85;Paris
Noemie;F;2006;75;Paris
Noha;X;2006;9;Paris
Noham;M;2006;7;Paris
Nolan;M;2006;24;Paris
Noor;F;2006;6;Paris
Nora;F;2006;16;Paris
Nouha;M;2006;7;Paris
Nour;F;2006;47;Paris
Oceane;F;2006;58;Paris
Octave;M;2006;22;Paris
Odelia;F;2006;7;Paris
Olga;F;2006;10;Paris
Olivia;F;2006;38;Paris
Olivier;M;2006;27;Paris
Olympe;F;2006;9;Paris
Omar;M;2006;20;Paris
Ombeline;F;2006;12;Paris
Ondine;F;2006;8;Paris
Oriane;F;2006;19;Paris
Orlane;F;2006;8;Paris
Ornella;F;2006;14;Paris
Oscar;M;2006;111;Paris
Oumou;F;2006;15;Paris
Ousmane;M;2006;26;Paris
Owen;M;2006;19;Paris
Pablo;M;2006;31;Paris
Paloma;F;2006;33;Paris
Paola;F;2006;12;Paris
Paolo;M;2006;11;Paris
Patricia;F;2006;7;Paris
Patrick;M;2006;15;Paris
Paul;M;2006;243;Paris
Paula;F;2006;7;Paris
Pauline;F;2006;112;Paris
Penelope;F;2006;23;Paris
Perrine;F;2006;10;Paris
Phileas;M;2006;8;Paris
Philippe;M;2006;14;Paris
Philippine;F;2006;22;Paris
Philomène;F;2006;15;Paris
Pia;F;2006;11;Paris
Pierre;M;2006;113;Paris
Pierre-Antoine;M;2006;7;Paris
Pierre-Louis;M;2006;12;Paris
Pol;M;2006;6;Paris
Prisca;F;2006;7;Paris
Prune;F;2006;20;Paris
Quentin;M;2006;105;Paris
Quitterie;F;2006;13;Paris
Rachel;F;2006;18;Paris
Rafael;M;2006;43;Paris
Rafaël;M;2006;31;Paris
Rahma;F;2006;6;Paris
Rania;F;2006;24;Paris
Ranya;F;2006;8;Paris
Raphael;M;2006;19;Paris
Raphaël;M;2006;314;Paris
Raphaëlle;F;2006;30;Paris
Rayan;M;2006;138;Paris
Rayane;M;2006;67;Paris
Rayen;M;2006;10;Paris
Rebecca;F;2006;10;Paris
Rebecca;F;2006;17;Paris
Reda;M;2006;7;Paris
Remi;M;2006;29;Paris
Remy;M;2006;8;Paris
Richard;M;2006;8;Paris
Rita;F;2006;17;Paris
Robin;M;2006;44;Paris
Robinson;M;2006;9;Paris
Rodrigue;M;2006;11;Paris
Rohan;M;2006;7;Paris
Rokia;F;2006;7;Paris
Romain;M;2006;117;Paris
Roman;M;2006;33;Paris
Romane;F;2006;100;Paris
Romeo;M;2006;20;Paris
Romy;F;2006;12;Paris
Ronan;M;2006;10;Paris
Rosalie;F;2006;27;Paris
Rose;F;2006;68;Paris
Roxane;F;2006;41;Paris
Roxanne;F;2006;9;Paris
Ruben;M;2006;65;Paris
Ruth;F;2006;6;Paris
Ryad;M;2006;8;Paris
Ryan;M;2006;37;Paris
Sabri;M;2006;9;Paris
Sabrina;F;2006;12;Paris
Sacha;M;2006;145;Paris
Safa;F;2006;8;Paris
Saïd;M;2006;7;Paris
Salim;M;2006;7;Paris
Salimata;F;2006;11;Paris
Salma;F;2006;32;Paris
Salome;F;2006;79;Paris
Sam;M;2006;12;Paris
Samba;M;2006;7;Paris
Sami;M;2006;21;Paris
Samuel;M;2006;156;Paris
Samy;M;2006;47;Paris
Sana;F;2006;11;Paris
Sandra;F;2006;6;Paris
Sandro;M;2006;8;Paris
Sara;F;2006;89;Paris
Sarah;F;2006;232;Paris
Sarra;F;2006;6;Paris
Sasha;F;2006;53;Paris
Satine;F;2006;6;Paris
Scarlett;F;2006;7;Paris
Sean;M;2006;11;Paris
Sebastian;M;2006;8;Paris
Sebastien;M;2006;25;Paris
Selma;F;2006;35;Paris
Serine;F;2006;9;Paris
Shaï;M;2006;7;Paris
Shaïly;F;2006;6;Paris
Shaïna;F;2006;10;Paris
Shana;F;2006;23;Paris
Shany;F;2006;8;Paris
Sherine;F;2006;6;Paris
Shirel;F;2006;31;Paris
Sibylle;F;2006;8;Paris
Sidney;M;2006;7;Paris
Sidonie;F;2006;14;Paris
Simeon;M;2006;9;Paris
Simon;M;2006;122;Paris
Sira;F;2006;6;Paris
Sirine;F;2006;24;Paris
Sixtine;F;2006;20;Paris
Sofia;F;2006;65;Paris
Sofiane;M;2006;32;Paris
Solal;M;2006;35;Paris
Solène;F;2006;24;Paris
Solenn;F;2006;8;Paris
Soline;F;2006;9;Paris
Sonia;F;2006;22;Paris
Sophia;F;2006;26;Paris
Sophie;F;2006;41;Paris
Soraya;F;2006;6;Paris
Soren;M;2006;7;Paris
Souleyman;M;2006;6;Paris
Souleymane;M;2006;18;Paris
Stanislas;M;2006;40;Paris
Stanley;M;2006;10;Paris
Stella;F;2006;35;Paris
Stephane;M;2006;14;Paris
Steven;M;2006;11;Paris
Suzanne;F;2006;33;Paris
Swann;M;2006;7;Paris
Syrine;F;2006;21;Paris
Taïna;F;2006;7;Paris
Tali;F;2006;10;Paris
Talia;F;2006;9;Paris
Tamara;F;2006;6;Paris
Tanguy;M;2006;11;Paris
Tania;F;2006;12;Paris
Tao;M;2006;12;Paris
Tara;F;2006;14;Paris
Tasnim;F;2006;6;Paris
Tatiana;F;2006;7;Paris
Teo;M;2006;8;Paris
Tess;F;2006;18;Paris
Tessa;F;2006;14;Paris
Thaïs;F;2006;16;Paris
Thalia;F;2006;7;Paris
Thea;F;2006;13;Paris
Thelma;F;2006;8;Paris
Theo;M;2006;80;Paris
Theodore;M;2006;36;Paris
Theophile;M;2006;35;Paris
Thibaud;M;2006;11;Paris
Thibault;M;2006;38;Paris
Thibaut;M;2006;12;Paris
Thierry;M;2006;9;Paris
Thomas;M;2006;259;Paris
Tiago;M;2006;20;Paris
Tidiane;M;2006;7;Paris
Tiffany;F;2006;7;Paris
Tim;M;2006;9;Paris
Timeo;M;2006;23;Paris
Timothe;M;2006;25;Paris
Timothee;M;2006;48;Paris
Tina;F;2006;7;Paris
Tiphaine;F;2006;20;Paris
Titouan;M;2006;49;Paris
Tom;M;2006;102;Paris
Tommy;M;2006;6;Paris
Tony;M;2006;21;Paris
Tristan;M;2006;57;Paris
Ugo;M;2006;8;Paris
Ulysse;M;2006;51;Paris
Vadim;M;2006;23;Paris
Valentin;M;2006;94;Paris
Valentine;F;2006;94;Paris
Vanessa;F;2006;18;Paris
Vianney;M;2006;7;Paris
Victoire;F;2006;77;Paris
Victor;M;2006;184;Paris
Victoria;F;2006;70;Paris
Viktor;M;2006;8;Paris
Vincent;M;2006;52;Paris
Violette;F;2006;52;Paris
Virgile;M;2006;23;Paris
Viviane;F;2006;11;Paris
Vladimir;M;2006;7;Paris
Walid;M;2006;19;Paris
Wandrille;M;2006;9;Paris
Warren;M;2006;9;Paris
Wassim;M;2006;23;Paris
Wendy;F;2006;7;Paris
Wesley;M;2006;11;Paris
William;M;2006;63;Paris
Willy;M;2006;8;Paris
Wissem;M;2006;10;Paris
Xavier;M;2006;13;Paris
Yacine;M;2006;41;Paris
Yaël;F;2006;16;Paris
Yanis;M;2006;135;Paris
Yann;M;2006;33;Paris
Yannick;M;2006;11;Paris
Yannis;M;2006;15;Paris
Yasin;M;2006;7;Paris
Yasmine;F;2006;71;Paris
Yassine;M;2006;34;Paris
Yaya;X;2006;7;Paris
Yoan;M;2006;13;Paris
Yoann;M;2006;17;Paris
Yoël;M;2006;6;Paris
Yohan;M;2006;23;Paris
Yohann;M;2006;12;Paris
Yona;F;2006;15;Paris
Youcef;M;2006;10;Paris
Younes;M;2006;14;Paris
Younès;M;2006;6;Paris
Yousra;F;2006;8;Paris
Youssef;M;2006;27;Paris
Youssouf;M;2006;9;Paris
Ysee;F;2006;7;Paris
Yvan;M;2006;8;Paris
Yves;M;2006;6;Paris
Zacharie;M;2006;18;Paris
Zachary;M;2006;7;Paris
Zakaria;M;2006;24;Paris
Zelie;F;2006;10;Paris
Zoe;F;2006;117;Paris
Aaron;M;2007;76;Paris
Abdelkader;M;2007;8;Paris
Abdoulaye;M;2007;14;Paris
Abel;M;2007;28;Paris
Aboubacar;M;2007;11;Paris
Aby;F;2007;6;Paris
Achille;M;2007;43;Paris
Adam;M;2007;243;Paris
Adama;M;2007;11;Paris
Adame;M;2007;7;Paris
Adel;M;2007;19;Paris
Adelaïde;F;2007;12;Paris
Adèle;F;2007;80;Paris
Adem;M;2007;12;Paris
Adrian;M;2007;8;Paris
Adriana;F;2007;7;Paris
Adrien;M;2007;111;Paris
Agathe;F;2007;79;Paris
Ahmed;M;2007;36;Paris
Aïcha;F;2007;25;Paris
Aïda;F;2007;8;Paris
Aïssata;F;2007;10;Paris
Aïssatou;F;2007;8;Paris
Aksel;M;2007;11;Paris
Alan;M;2007;19;Paris
Alassane;M;2007;13;Paris
Alban;M;2007;31;Paris
Albane;F;2007;27;Paris
Albert;M;2007;9;Paris
Alessandro;M;2007;18;Paris
Alex;M;2007;32;Paris
Alexander;M;2007;9;Paris
Alexandra;F;2007;31;Paris
Alexandre;M;2007;298;Paris
Alexia;F;2007;33;Paris
Alexis;M;2007;105;Paris
Alfred;M;2007;7;Paris
Ali;M;2007;31;Paris
Alice;F;2007;190;Paris
Alicia;F;2007;44;Paris
Alienor;F;2007;26;Paris
Aline;F;2007;11;Paris
Alissa;F;2007;6;Paris
Alix;F;2007;71;Paris
Aliya;F;2007;9;Paris
Aliyah;F;2007;7;Paris
Allan;M;2007;12;Paris
Alma;F;2007;27;Paris
Alpha;M;2007;7;Paris
Aly;M;2007;6;Paris
Alya;F;2007;8;Paris
Alyssa;F;2007;20;Paris
Amadou;M;2007;12;Paris
Amalia;F;2007;7;Paris
Amandine;F;2007;38;Paris
Amani;M;2007;8;Paris
Amara;M;2007;6;Paris
Amaury;M;2007;32;Paris
Ambre;F;2007;78;Paris
Ambroise;M;2007;12;Paris
Amel;F;2007;12;Paris
Amelia;F;2007;7;Paris
Amelia;F;2007;6;Paris
Amelie;F;2007;30;Paris
Amin;M;2007;7;Paris
Amina;F;2007;15;Paris
Aminata;F;2007;36;Paris
Amine;M;2007;46;Paris
Amir;M;2007;20;Paris
Amira;F;2007;15;Paris
Amy;F;2007;11;Paris
Ana;F;2007;19;Paris
Anae;F;2007;11;Paris
Anaël;F;2007;8;Paris
Anaëlle;F;2007;24;Paris
Anaïs;F;2007;135;Paris
Anas;M;2007;19;Paris
Anastasia;F;2007;10;Paris
Anatole;M;2007;30;Paris
Andrea;F;2007;34;Paris
Andrea;F;2007;30;Paris
Andreas;M;2007;9;Paris
Andreas;M;2007;6;Paris
Andy;M;2007;9;Paris
Ange;M;2007;20;Paris
Angel;F;2007;12;Paris
Angela;F;2007;13;Paris
Angèle;F;2007;24;Paris
Angelina;F;2007;10;Paris
Angelina;F;2007;14;Paris
Angelique;F;2007;8;Paris
Angelo;M;2007;11;Paris
Ania;F;2007;6;Paris
Anis;M;2007;36;Paris
Anissa;F;2007;15;Paris
Anita;F;2007;6;Paris
Anna;F;2007;119;Paris
Annabelle;F;2007;7;Paris
Anne;F;2007;9;Paris
Anouk;F;2007;38;Paris
Anselme;M;2007;6;Paris
Anthony;M;2007;24;Paris
Antoine;M;2007;211;Paris
Anton;M;2007;28;Paris
Antonin;M;2007;54;Paris
Apolline;F;2007;69;Paris
Ari;M;2007;9;Paris
Ariane;F;2007;24;Paris
Arie;M;2007;9;Paris
Ariel;M;2007;13;Paris
Aristide;M;2007;7;Paris
Armand;M;2007;23;Paris
Armel;M;2007;8;Paris
Arnaud;M;2007;13;Paris
Arsène;M;2007;26;Paris
Arthur;M;2007;241;Paris
Arthus;M;2007;8;Paris
Artus;M;2007;8;Paris
Ashley;F;2007;8;Paris
Asma;F;2007;12;Paris
Assa;F;2007;10;Paris
Assia;F;2007;17;Paris
Astrid;F;2007;18;Paris
Athenaïs;F;2007;7;Paris
Aude;F;2007;15;Paris
Audrey;F;2007;21;Paris
Auguste;M;2007;22;Paris
Augustin;M;2007;95;Paris
Augustine;F;2007;8;Paris
Aurèle;M;2007;19;Paris
Aurelia;F;2007;7;Paris
Aurelie;F;2007;18;Paris
Aurelien;M;2007;61;Paris
Aurore;F;2007;27;Paris
Ava;F;2007;54;Paris
Avril;F;2007;6;Paris
Awa;F;2007;24;Paris
Axel;M;2007;89;Paris
Axelle;F;2007;13;Paris
Aya;F;2007;51;Paris
Aylan;M;2007;6;Paris
Aymen;M;2007;14;Paris
Aymeric;M;2007;26;Paris
Ayoub;M;2007;29;Paris
Badis;M;2007;6;Paris
Bakary;M;2007;13;Paris
Balthazar;M;2007;19;Paris
Baptiste;M;2007;110;Paris
Barbara;F;2007;8;Paris
Barnabe;M;2007;6;Paris
Barthelemy;M;2007;6;Paris
Basile;M;2007;36;Paris
Bastian;M;2007;7;Paris
Bastien;M;2007;29;Paris
Baudouin;M;2007;7;Paris
Beatrice;F;2007;7;Paris
Ben;M;2007;7;Paris
Benjamin;M;2007;78;Paris
Benoît;M;2007;17;Paris
Berenice;F;2007;19;Paris
Bertille;F;2007;9;Paris
Bianca;F;2007;18;Paris
Bilal;M;2007;26;Paris
Bilel;M;2007;7;Paris
Binta;F;2007;7;Paris
Bintou;F;2007;15;Paris
Blanche;F;2007;36;Paris
Boris;M;2007;9;Paris
Brune;F;2007;11;Paris
Bryan;M;2007;13;Paris
Calixte;M;2007;8;Paris
Camelia;F;2007;13;Paris
Cameron;M;2007;11;Paris
Camila;F;2007;7;Paris
Camille;F;2007;232;Paris
Candice;F;2007;20;Paris
Capucine;F;2007;67;Paris
Carl;M;2007;6;Paris
Carla;F;2007;61;Paris
Carmen;F;2007;7;Paris
Caroline;F;2007;22;Paris
Cassandra;F;2007;18;Paris
Cassandre;F;2007;15;Paris
Catherine;F;2007;14;Paris
Cecile;F;2007;20;Paris
Cecilia;F;2007;15;Paris
Cedric;M;2007;20;Paris
Celeste;F;2007;34;Paris
Celestin;M;2007;9;Paris
Celia;F;2007;44;Paris
Celia;F;2007;9;Paris
Celina;F;2007;8;Paris
Celine;F;2007;35;Paris
Cerise;F;2007;8;Paris
Cesar;M;2007;28;Paris
Chahinez;F;2007;6;Paris
Chaïma;F;2007;18;Paris
Charles;M;2007;77;Paris
Charlie;F;2007;26;Paris
Charline;F;2007;16;Paris
Charlotte;F;2007;149;Paris
Charly;M;2007;7;Paris
Chiara;F;2007;46;Paris
Chirine;F;2007;8;Paris
Chloe;F;2007;220;Paris
Chris;M;2007;7;Paris
Christelle;F;2007;6;Paris
Christian;M;2007;19;Paris
Christine;F;2007;8;Paris
Christophe;M;2007;16;Paris
Christopher;M;2007;10;Paris
Cindy;F;2007;10;Paris
Claire;F;2007;42;Paris
Clara;F;2007;151;Paris
Clarence;M;2007;10;Paris
Clarisse;F;2007;25;Paris
Claudia;F;2007;6;Paris
Clea;F;2007;17;Paris
Clelia;F;2007;8;Paris
Clemence;F;2007;102;Paris
Clement;M;2007;141;Paris
Clementine;F;2007;39;Paris
Cleo;F;2007;9;Paris
Cleophee;F;2007;9;Paris
Clotilde;F;2007;12;Paris
Clovis;M;2007;19;Paris
Colette;F;2007;10;Paris
