PRENOM;SEXE;ANNEE_NAISSANCE;OCCURRENCE;VILLE
LOUISE;F;2012;70;Nantes
MANON;F;2012;60;Nantes
CHLOÉ;F;2012;48;Nantes
JEANNE;F;2012;48;Nantes
ALICE;F;2012;47;Nantes
CAMILLE;F;2012;45;Nantes
EMMA;F;2012;45;Nantes
LÉA;F;2012;45;Nantes
ROMANE;F;2012;44;Nantes
INÈS;F;2012;43;Nantes
JULIETTE;F;2012;43;Nantes
JADE;F;2012;42;Nantes
LÉONIE;F;2012;35;Nantes
LOLA;F;2012;34;Nantes
ZOÉ;F;2012;34;Nantes
LILOU;F;2012;32;Nantes
SARAH;F;2012;28;Nantes
ANAÏS;F;2012;26;Nantes
ANNA;F;2012;26;Nantes
LÉNA;F;2012;26;Nantes
MARGOT;F;2012;26;Nantes
PAULINE;F;2012;26;Nantes
LINA;F;2012;25;Nantes
ADÈLE;F;2012;24;Nantes
CHARLOTTE;F;2012;24;Nantes
LOUNA;F;2012;24;Nantes
CLÉMENCE;F;2012;23;Nantes
ELISA;F;2012;23;Nantes
LUCIE;F;2012;23;Nantes
ROSE;F;2012;23;Nantes
AMBRE;F;2012;22;Nantes
NINA;F;2012;22;Nantes
LISE;F;2012;21;Nantes
AGATHE;F;2012;20;Nantes
ENORA;F;2012;20;Nantes
MAËLYS;F;2012;20;Nantes
MILA;F;2012;19;Nantes
SALOMÉ;F;2012;18;Nantes
CAPUCINE;F;2012;17;Nantes
CLARA;F;2012;17;Nantes
EVA;F;2012;17;Nantes
NINON;F;2012;17;Nantes
FAUSTINE;F;2012;16;Nantes
LILY;F;2012;16;Nantes
LISA;F;2012;16;Nantes
NORAH;F;2012;16;Nantes
LOU;F;2012;15;Nantes
MARGAUX;F;2012;15;Nantes
MATHILDE;F;2012;15;Nantes
SOLINE;F;2012;15;Nantes
APOLLINE;F;2012;14;Nantes
JOSÉPHINE;F;2012;14;Nantes
JULIA;F;2012;14;Nantes
THAÏS;F;2012;14;Nantes
ZÉLIE;F;2012;14;Nantes
INAYA;F;2012;13;Nantes
MARIE;F;2012;13;Nantes
ALICIA;F;2012;12;Nantes
ELISE;F;2012;12;Nantes
GABRIELLE;F;2012;12;Nantes
HÉLOÏSE;F;2012;12;Nantes
LEÏLA;F;2012;12;Nantes
LOUISON;F;2012;12;Nantes
MARION;F;2012;12;Nantes
NOÉMIE;F;2012;12;Nantes
OLIVIA;F;2012;12;Nantes
ANAËLLE;F;2012;11;Nantes
AXELLE;F;2012;11;Nantes
LAURA;F;2012;11;Nantes
LÉANA;F;2012;11;Nantes
LILWENN;F;2012;11;Nantes
LOUISA;F;2012;11;Nantes
VALENTINE;F;2012;11;Nantes
ALIX;F;2012;10;Nantes
BÉRÉNICE;F;2012;10;Nantes
ELOÏSE;F;2012;10;Nantes
ELSA;F;2012;10;Nantes
ENOLA;F;2012;10;Nantes
LANA;F;2012;10;Nantes
LISON;F;2012;10;Nantes
MÉLISSA;F;2012;10;Nantes
AMANDINE;F;2012;9;Nantes
ANAÉ;F;2012;9;Nantes
ASSIA;F;2012;9;Nantes
CLÉMENTINE;F;2012;9;Nantes
DIANE;F;2012;9;Nantes
LIA;F;2012;9;Nantes
LOUANE;F;2012;9;Nantes
LYA;F;2012;9;Nantes
MAYA;F;2012;9;Nantes
VIOLETTE;F;2012;9;Nantes
AYA;F;2012;8;Nantes
DAPHNÉ;F;2012;8;Nantes
FLAVIE;F;2012;8;Nantes
JULIE;F;2012;8;Nantes
JUSTINE;F;2012;8;Nantes
LILA;F;2012;8;Nantes
LUCILE;F;2012;8;Nantes
LYLOU;F;2012;8;Nantes
MAËLLE;F;2012;8;Nantes
MARILOU;F;2012;8;Nantes
SELMA;F;2012;8;Nantes
SOFIA;F;2012;8;Nantes
VICTOIRE;F;2012;8;Nantes
YASMINE;F;2012;8;Nantes
ALEXIA;F;2012;7;Nantes
ALIYA;F;2012;7;Nantes
ANOUK;F;2012;7;Nantes
CANDICE;F;2012;7;Nantes
CLOÉ;F;2012;7;Nantes
ÉLÉA;F;2012;7;Nantes
EMILIE;F;2012;7;Nantes
IZIA;F;2012;7;Nantes
LÉANE;F;2012;7;Nantes
LILI;F;2012;7;Nantes
MALOU;F;2012;7;Nantes
MARIA;F;2012;7;Nantes
MÉLINE;F;2012;7;Nantes
ROXANE;F;2012;7;Nantes
SARA;F;2012;7;Nantes
SHAYNA;F;2012;7;Nantes
SUZIE;F;2012;7;Nantes
VICTORIA;F;2012;7;Nantes
WENDY;F;2012;7;Nantes
ALYA;F;2012;6;Nantes
ALYSSA;F;2012;6;Nantes
AMEL;F;2012;6;Nantes
ANGÈLE;F;2012;6;Nantes
AURORE;F;2012;6;Nantes
BERTILLE;F;2012;6;Nantes
CÉLESTE;F;2012;6;Nantes
CONSTANCE;F;2012;6;Nantes
EDEN;F;2012;6;Nantes
ÉLISE;F;2012;6;Nantes
EMMY;F;2012;6;Nantes
ÉNORA;F;2012;6;Nantes
ESTHER;F;2012;6;Nantes
FLEUR;F;2012;6;Nantes
FLORA;F;2012;6;Nantes
JULINE;F;2012;6;Nantes
LILIA;F;2012;6;Nantes
MADELEINE;F;2012;6;Nantes
OCÉANE;F;2012;6;Nantes
LÉO;M;2012;64;Nantes
HUGO;M;2012;61;Nantes
LOUIS;M;2012;60;Nantes
LUCAS;M;2012;58;Nantes
JULES;M;2012;57;Nantes
CLÉMENT;M;2012;54;Nantes
ARTHUR;M;2012;53;Nantes
ENZO;M;2012;51;Nantes
SACHA;M;2012;49;Nantes
TIMÉO;M;2012;49;Nantes
GABRIEL;M;2012;42;Nantes
PAUL;M;2012;41;Nantes
ETHAN;M;2012;40;Nantes
RAPHAËL;M;2012;40;Nantes
TOM;M;2012;40;Nantes
BAPTISTE;M;2012;37;Nantes
VICTOR;M;2012;37;Nantes
MALO;M;2012;36;Nantes
YANIS;M;2012;36;Nantes
GABIN;M;2012;35;Nantes
NOLAN;M;2012;34;Nantes
THÉO;M;2012;34;Nantes
AXEL;M;2012;33;Nantes
MAËL;M;2012;33;Nantes
MARTIN;M;2012;33;Nantes
MATHÉO;M;2012;33;Nantes
NOÉ;M;2012;32;Nantes
ADAM;M;2012;31;Nantes
ROBIN;M;2012;31;Nantes
NOAH;M;2012;30;Nantes
MARIUS;M;2012;28;Nantes
MAXIME;M;2012;28;Nantes
NATHAN;M;2012;28;Nantes
EVAN;M;2012;27;Nantes
MATHIS;M;2012;26;Nantes
MAXENCE;M;2012;26;Nantes
SIMON;M;2012;26;Nantes
ANTOINE;M;2012;25;Nantes
ALEXIS;M;2012;24;Nantes
EWEN;M;2012;24;Nantes
NINO;M;2012;24;Nantes
PIERRE;M;2012;24;Nantes
THOMAS;M;2012;24;Nantes
ALEXANDRE;M;2012;23;Nantes
OSCAR;M;2012;23;Nantes
ELIOTT;M;2012;22;Nantes
GASPARD;M;2012;20;Nantes
LIAM;M;2012;18;Nantes
NOA;M;2012;18;Nantes
QUENTIN;M;2012;18;Nantes
ANATOLE;M;2012;17;Nantes
AUGUSTIN;M;2012;17;Nantes
CAMILLE;M;2012;17;Nantes
MATHYS;M;2012;17;Nantes
SASHA;M;2012;17;Nantes
TIAGO;M;2012;16;Nantes
NOAM;M;2012;15;Nantes
TITOUAN;M;2012;15;Nantes
RUBEN;M;2012;14;Nantes
SAMUEL;M;2012;14;Nantes
TIMOTHÉE;M;2012;14;Nantes
TRISTAN;M;2012;14;Nantes
ADRIEN;M;2012;13;Nantes
CHARLY;M;2012;13;Nantes
ESTEBAN;M;2012;13;Nantes
JOSHUA;M;2012;13;Nantes
LOUKA;M;2012;13;Nantes
LUCIEN;M;2012;13;Nantes
MARIN;M;2012;13;Nantes
SOAN;M;2012;13;Nantes
LENNY;M;2012;12;Nantes
OWEN;M;2012;12;Nantes
RAYAN;M;2012;12;Nantes
VALENTIN;M;2012;12;Nantes
AARON;M;2012;11;Nantes
AMAURY;M;2012;11;Nantes
ARMAND;M;2012;11;Nantes
LÉON;M;2012;11;Nantes
NAËL;M;2012;11;Nantes
PACÔME;M;2012;11;Nantes
ANIS;M;2012;10;Nantes
CÔME;M;2012;10;Nantes
DIEGO;M;2012;10;Nantes
ELIAS;M;2012;10;Nantes
LORIS;M;2012;10;Nantes
MATTÉO;M;2012;10;Nantes
MOHAMED;M;2012;10;Nantes
PABLO;M;2012;10;Nantes
ROMAIN;M;2012;10;Nantes
AMINE;M;2012;9;Nantes
BASILE;M;2012;9;Nantes
BENJAMIN;M;2012;9;Nantes
CORENTIN;M;2012;9;Nantes
EDEN;M;2012;9;Nantes
JEAN;M;2012;9;Nantes
KENZO;M;2012;9;Nantes
NOLANN;M;2012;9;Nantes
ABEL;M;2012;8;Nantes
ACHILLE;M;2012;8;Nantes
ANTONIN;M;2012;8;Nantes
CHARLIE;M;2012;8;Nantes
ISAAC;M;2012;8;Nantes
KAÏS;M;2012;8;Nantes
LILIAN;M;2012;8;Nantes
LORENZO;M;2012;8;Nantes
MILO;M;2012;8;Nantes
SOHAN;M;2012;8;Nantes
SWANN;M;2012;8;Nantes
TIMOTHÉ;M;2012;8;Nantes
WASSIM;M;2012;8;Nantes
ALBAN;M;2012;7;Nantes
ARMEL;M;2012;7;Nantes
EDOUARD;M;2012;7;Nantes
ELIOT;M;2012;7;Nantes
ELOUAN;M;2012;7;Nantes
JOSEPH;M;2012;7;Nantes
JULIAN;M;2012;7;Nantes
LÉOPOLD;M;2012;7;Nantes
LINO;M;2012;7;Nantes
LYAM;M;2012;7;Nantes
MARCEAU;M;2012;7;Nantes
MEHDI;M;2012;7;Nantes
MORGAN;M;2012;7;Nantes
NATHANAËL;M;2012;7;Nantes
RAFAEL;M;2012;7;Nantes
THIBAULT;M;2012;7;Nantes
WILLIAM;M;2012;7;Nantes
YACINE;M;2012;7;Nantes
ALEX;M;2012;6;Nantes
ANAS;M;2012;6;Nantes
ARSÈNE;M;2012;6;Nantes
AYOUB;M;2012;6;Nantes
BASTIEN;M;2012;6;Nantes
CHARLES;M;2012;6;Nantes
DAVID;M;2012;6;Nantes
EMILE;M;2012;6;Nantes
EWENN;M;2012;6;Nantes
GUILLAUME;M;2012;6;Nantes
HAMZA;M;2012;6;Nantes
HIPPOLYTE;M;2012;6;Nantes
ILAN;M;2012;6;Nantes
ILYÈS;M;2012;6;Nantes
LÉANDRE;M;2012;6;Nantes
LUBIN;M;2012;6;Nantes
MAMADOU;M;2012;6;Nantes
MAYRON;M;2012;6;Nantes
MILAN;M;2012;6;Nantes
NAÏM;M;2012;6;Nantes
NICOLAS;M;2012;6;Nantes
NOLHAN;M;2012;6;Nantes
RAYANE;M;2012;6;Nantes
EMMA;F;2011;65;Nantes
LOUISE;F;2011;61;Nantes
MANON;F;2011;60;Nantes
CHLOÉ;F;2011;53;Nantes
INÈS;F;2011;48;Nantes
LOLA;F;2011;43;Nantes
JEANNE;F;2011;42;Nantes
CAMILLE;F;2011;40;Nantes
JADE;F;2011;40;Nantes
ROSE;F;2011;40;Nantes
ZOÉ;F;2011;40;Nantes
JULIETTE;F;2011;39;Nantes
LÉA;F;2011;39;Nantes
ALICE;F;2011;37;Nantes
ROMANE;F;2011;36;Nantes
SARAH;F;2011;32;Nantes
ADÈLE;F;2011;30;Nantes
LILOU;F;2011;29;Nantes
MARGAUX;F;2011;29;Nantes
LOUNA;F;2011;27;Nantes
LÉONIE;F;2011;26;Nantes
MARIE;F;2011;25;Nantes
ANAÏS;F;2011;23;Nantes
CLÉMENCE;F;2011;23;Nantes
LÉNA;F;2011;23;Nantes
LUCIE;F;2011;23;Nantes
NINA;F;2011;23;Nantes
THAÏS;F;2011;23;Nantes
CLARA;F;2011;22;Nantes
LINA;F;2011;22;Nantes
MARGOT;F;2011;22;Nantes
LILY;F;2011;21;Nantes
LOU;F;2011;21;Nantes
EVA;F;2011;20;Nantes
AMBRE;F;2011;18;Nantes
ANNA;F;2011;18;Nantes
CHARLOTTE;F;2011;18;Nantes
ENORA;F;2011;18;Nantes
MAËLYS;F;2011;18;Nantes
MATHILDE;F;2011;18;Nantes
SALOMÉ;F;2011;18;Nantes
NOÉMIE;F;2011;17;Nantes
CAPUCINE;F;2011;16;Nantes
CÉLIA;F;2011;16;Nantes
GABRIELLE;F;2011;15;Nantes
ALICIA;F;2011;14;Nantes
FAUSTINE;F;2011;14;Nantes
LISA;F;2011;14;Nantes
MAÏWENN;F;2011;14;Nantes
PAULINE;F;2011;14;Nantes
AXELLE;F;2011;13;Nantes
COLINE;F;2011;13;Nantes
ELSA;F;2011;13;Nantes
ZÉLIE;F;2011;13;Nantes
APOLLINE;F;2011;12;Nantes
INAYA;F;2011;12;Nantes
LISON;F;2011;12;Nantes
LOUANE;F;2011;12;Nantes
MARION;F;2011;12;Nantes
AYA;F;2011;11;Nantes
CLÉMENTINE;F;2011;11;Nantes
MAYA;F;2011;11;Nantes
OLIVIA;F;2011;11;Nantes
VICTORIA;F;2011;11;Nantes
YASMINE;F;2011;11;Nantes
ALIX;F;2011;10;Nantes
ANOUK;F;2011;10;Nantes
CONSTANCE;F;2011;10;Nantes
GARANCE;F;2011;10;Nantes
HÉLOÏSE;F;2011;10;Nantes
JULIA;F;2011;10;Nantes
JUSTINE;F;2011;10;Nantes
LISE;F;2011;10;Nantes
LOANE;F;2011;10;Nantes
LOUISA;F;2011;10;Nantes
LYA;F;2011;10;Nantes
MAËLLE;F;2011;10;Nantes
MAÏA;F;2011;10;Nantes
MÉLINA;F;2011;10;Nantes
OCÉANE;F;2011;10;Nantes
AGATHE;F;2011;9;Nantes
ANAÉ;F;2011;9;Nantes
ELISA;F;2011;9;Nantes
JULIE;F;2011;9;Nantes
LANA;F;2011;9;Nantes
LAURA;F;2011;9;Nantes
LUCILE;F;2011;9;Nantes
MAËVA;F;2011;9;Nantes
ALBANE;F;2011;8;Nantes
CANDICE;F;2011;8;Nantes
CASSANDRA;F;2011;8;Nantes
ELISE;F;2011;8;Nantes
ELLA;F;2011;8;Nantes
JOSÉPHINE;F;2011;8;Nantes
LÉANE;F;2011;8;Nantes
LEÏLA;F;2011;8;Nantes
LILA;F;2011;8;Nantes
LYNA;F;2011;8;Nantes
MILA;F;2011;8;Nantes
NORA;F;2011;8;Nantes
VALENTINE;F;2011;8;Nantes
VIOLETTE;F;2011;8;Nantes
CARMEN;F;2011;7;Nantes
ELOÏSE;F;2011;7;Nantes
EMILIE;F;2011;7;Nantes
ENOLA;F;2011;7;Nantes
IRIS;F;2011;7;Nantes
IZIA;F;2011;7;Nantes
LOUISON;F;2011;7;Nantes
LUDIVINE;F;2011;7;Nantes
MÉLISSA;F;2011;7;Nantes
NINON;F;2011;7;Nantes
SELMA;F;2011;7;Nantes
YOUNA;F;2011;7;Nantes
AMANDINE;F;2011;6;Nantes
ANAËLLE;F;2011;6;Nantes
ASMA;F;2011;6;Nantes
CÉLESTE;F;2011;6;Nantes
ELÉNA;F;2011;6;Nantes
ELÉONORE;F;2011;6;Nantes
ELINA;F;2011;6;Nantes
EMY;F;2011;6;Nantes
LÉANA;F;2011;6;Nantes
LEYLA;F;2011;6;Nantes
LUNA;F;2011;6;Nantes
LYLOU;F;2011;6;Nantes
MADELEINE;F;2011;6;Nantes
MAËLIE;F;2011;6;Nantes
MÉLINE;F;2011;6;Nantes
MONA;F;2011;6;Nantes
NORAH;F;2011;6;Nantes
ROMY;F;2011;6;Nantes
SHANA;F;2011;6;Nantes
SIDONIE;F;2011;6;Nantes
VICTOIRE;F;2011;6;Nantes
ARTHUR;M;2011;62;Nantes
LUCAS;M;2011;55;Nantes
LOUIS;M;2011;51;Nantes
GABRIEL;M;2011;49;Nantes
CLÉMENT;M;2011;48;Nantes
HUGO;M;2011;48;Nantes
NATHAN;M;2011;46;Nantes
TIMÉO;M;2011;45;Nantes
RAPHAËL;M;2011;43;Nantes
LÉO;M;2011;42;Nantes
ENZO;M;2011;40;Nantes
JULES;M;2011;40;Nantes
MATHIS;M;2011;40;Nantes
PAUL;M;2011;39;Nantes
SACHA;M;2011;39;Nantes
ETHAN;M;2011;38;Nantes
NOAH;M;2011;38;Nantes
NOLAN;M;2011;38;Nantes
MAXIME;M;2011;36;Nantes
MALO;M;2011;34;Nantes
NOÉ;M;2011;34;Nantes
AXEL;M;2011;33;Nantes
SIMON;M;2011;33;Nantes
TOM;M;2011;33;Nantes
MARTIN;M;2011;32;Nantes
MAXENCE;M;2011;32;Nantes
YANIS;M;2011;31;Nantes
ALEXIS;M;2011;30;Nantes
GABIN;M;2011;30;Nantes
MARIUS;M;2011;29;Nantes
THÉO;M;2011;29;Nantes
ADAM;M;2011;28;Nantes
LIAM;M;2011;28;Nantes
NINO;M;2011;27;Nantes
GASPARD;M;2011;26;Nantes
MAËL;M;2011;26;Nantes
THOMAS;M;2011;26;Nantes
ANTOINE;M;2011;25;Nantes
VICTOR;M;2011;24;Nantes
ELIOTT;M;2011;23;Nantes
EVAN;M;2011;23;Nantes
ALEXANDRE;M;2011;22;Nantes
ROMAIN;M;2011;22;Nantes
TITOUAN;M;2011;22;Nantes
VALENTIN;M;2011;22;Nantes
AARON;M;2011;20;Nantes
BAPTISTE;M;2011;20;Nantes
MATHÉO;M;2011;20;Nantes
OSCAR;M;2011;20;Nantes
QUENTIN;M;2011;20;Nantes
ROBIN;M;2011;19;Nantes
CAMILLE;M;2011;17;Nantes
EWEN;M;2011;17;Nantes
AUGUSTIN;M;2011;16;Nantes
MATHYS;M;2011;16;Nantes
NOA;M;2011;16;Nantes
PIERRE;M;2011;16;Nantes
RAYAN;M;2011;16;Nantes
ANTONIN;M;2011;15;Nantes
ELOUAN;M;2011;15;Nantes
ISAAC;M;2011;15;Nantes
LUCIEN;M;2011;15;Nantes
MOHAMED;M;2011;15;Nantes
LÉON;M;2011;14;Nantes
LORENZO;M;2011;14;Nantes
BASTIEN;M;2011;13;Nantes
ESTEBAN;M;2011;13;Nantes
JEAN;M;2011;13;Nantes
OWEN;M;2011;13;Nantes
SAMUEL;M;2011;13;Nantes
ALBAN;M;2011;12;Nantes
ILAN;M;2011;12;Nantes
KENZO;M;2011;12;Nantes
LENNY;M;2011;12;Nantes
NOAM;M;2011;12;Nantes
KAÏS;M;2011;11;Nantes
AMAURY;M;2011;10;Nantes
CHARLY;M;2011;10;Nantes
DIEGO;M;2011;10;Nantes
EDEN;M;2011;10;Nantes
KYLIAN;M;2011;10;Nantes
MATTÉO;M;2011;10;Nantes
MILO;M;2011;10;Nantes
RAFAËL;M;2011;10;Nantes
ARMAND;M;2011;9;Nantes
CÔME;M;2011;9;Nantes
CORENTIN;M;2011;9;Nantes
DORIAN;M;2011;9;Nantes
LOUKA;M;2011;9;Nantes
MAÉ;M;2011;9;Nantes
NATHANAËL;M;2011;9;Nantes
TAO;M;2011;9;Nantes
TIMOTHÉE;M;2011;9;Nantes
AYOUB;M;2011;8;Nantes
BENJAMIN;M;2011;8;Nantes
CHARLES;M;2011;8;Nantes
CHARLIE;M;2011;8;Nantes
EDGAR;M;2011;8;Nantes
EDOUARD;M;2011;8;Nantes
KILLIAN;M;2011;8;Nantes
LOÏS;M;2011;8;Nantes
MATÉO;M;2011;8;Nantes
NAËL;M;2011;8;Nantes
RYAN;M;2011;8;Nantes
ABEL;M;2011;7;Nantes
ANATOLE;M;2011;7;Nantes
BASILE;M;2011;7;Nantes
DYLAN;M;2011;7;Nantes
ELLIOT;M;2011;7;Nantes
IBRAHIM;M;2011;7;Nantes
JULIAN;M;2011;7;Nantes
LÉONARD;M;2011;7;Nantes
LILIAN;M;2011;7;Nantes
MARCEAU;M;2011;7;Nantes
NOLHAN;M;2011;7;Nantes
PABLO;M;2011;7;Nantes
PACÔME;M;2011;7;Nantes
RUBEN;M;2011;7;Nantes
TIMOTHÉ;M;2011;7;Nantes
YANN;M;2011;7;Nantes
ADRIEN;M;2011;6;Nantes
ANDY;M;2011;6;Nantes
FÉLIX;M;2011;6;Nantes
ISMAËL;M;2011;6;Nantes
JOACHIM;M;2011;6;Nantes
JUSTIN;M;2011;6;Nantes
LENY;M;2011;6;Nantes
LENZO;M;2011;6;Nantes
LOGAN;M;2011;6;Nantes
LUKA;M;2011;6;Nantes
MACÉO;M;2011;6;Nantes
MAHÉ;M;2011;6;Nantes
MARIN;M;2011;6;Nantes
NICOLAS;M;2011;6;Nantes
ROMAN;M;2011;6;Nantes
SANDRO;M;2011;6;Nantes
TÉO;M;2011;6;Nantes
TONY;M;2011;6;Nantes
YASSINE;M;2011;6;Nantes
EMMA;F;2010;65;Nantes
MANON;F;2010;63;Nantes
LOUISE;F;2010;57;Nantes
CAMILLE;F;2010;51;Nantes
JADE;F;2010;47;Nantes
LOLA;F;2010;47;Nantes
LÉA;F;2010;41;Nantes
CHLOÉ;F;2010;40;Nantes
ZOÉ;F;2010;38;Nantes
ALICE;F;2010;35;Nantes
INÈS;F;2010;34;Nantes
ROMANE;F;2010;34;Nantes
LÉONIE;F;2010;33;Nantes
JULIETTE;F;2010;32;Nantes
LILOU;F;2010;32;Nantes
ANAÏS;F;2010;31;Nantes
MAËLYS;F;2010;31;Nantes
CHARLOTTE;F;2010;30;Nantes
SARAH;F;2010;30;Nantes
ANNA;F;2010;29;Nantes
ROSE;F;2010;29;Nantes
CLÉMENCE;F;2010;28;Nantes
LOU;F;2010;28;Nantes
EVA;F;2010;27;Nantes
JEANNE;F;2010;27;Nantes
LOUNA;F;2010;26;Nantes
LUCIE;F;2010;25;Nantes
NINA;F;2010;25;Nantes
ADÈLE;F;2010;23;Nantes
AMBRE;F;2010;23;Nantes
MARGAUX;F;2010;23;Nantes
SALOMÉ;F;2010;23;Nantes
CLARA;F;2010;22;Nantes
LÉNA;F;2010;22;Nantes
MARGOT;F;2010;21;Nantes
MATHILDE;F;2010;21;Nantes
PAULINE;F;2010;20;Nantes
LOUANE;F;2010;19;Nantes
MILA;F;2010;19;Nantes
ALICIA;F;2010;18;Nantes
APOLLINE;F;2010;18;Nantes
JULIA;F;2010;18;Nantes
LILY;F;2010;18;Nantes
LINA;F;2010;18;Nantes
LISA;F;2010;18;Nantes
JULIE;F;2010;17;Nantes
ZÉLIE;F;2010;17;Nantes
ENORA;F;2010;16;Nantes
THAÏS;F;2010;16;Nantes
AGATHE;F;2010;15;Nantes
MARIE;F;2010;15;Nantes
ANAÉ;F;2010;14;Nantes
ANAËLLE;F;2010;14;Nantes
ANOUK;F;2010;14;Nantes
FAUSTINE;F;2010;14;Nantes
CAPUCINE;F;2010;13;Nantes
ELISE;F;2010;13;Nantes
MAËLLE;F;2010;13;Nantes
CLÉMENTINE;F;2010;12;Nantes
CONSTANCE;F;2010;12;Nantes
ELOÏSE;F;2010;12;Nantes
LAURA;F;2010;12;Nantes
MARINE;F;2010;12;Nantes
MAYA;F;2010;12;Nantes
VALENTINE;F;2010;12;Nantes
LISE;F;2010;11;Nantes
LOUISON;F;2010;11;Nantes
OCÉANE;F;2010;11;Nantes
EMILIE;F;2010;10;Nantes
LILY-ROSE;F;2010;10;Nantes
LISON;F;2010;10;Nantes
LUNA;F;2010;10;Nantes
NORA;F;2010;10;Nantes
SHANA;F;2010;10;Nantes
AMÉLIE;F;2010;9;Nantes
DAPHNÉ;F;2010;9;Nantes
ELISA;F;2010;9;Nantes
INAYA;F;2010;9;Nantes
MÉLINA;F;2010;9;Nantes
NINON;F;2010;9;Nantes
NOÉMIE;F;2010;9;Nantes
YUNA;F;2010;9;Nantes
ALBANE;F;2010;8;Nantes
AUDREY;F;2010;8;Nantes
CÉLIA;F;2010;8;Nantes
ELENA;F;2010;8;Nantes
HANAÉ;F;2010;8;Nantes
JUSTINE;F;2010;8;Nantes
LANA;F;2010;8;Nantes
LILA;F;2010;8;Nantes
MAÏA;F;2010;8;Nantes
MARION;F;2010;8;Nantes
SOLINE;F;2010;8;Nantes
CÉLESTE;F;2010;7;Nantes
DIANE;F;2010;7;Nantes
ÉLÉA;F;2010;7;Nantes
ELÉNA;F;2010;7;Nantes
ELSA;F;2010;7;Nantes
FANNY;F;2010;7;Nantes
FLORA;F;2010;7;Nantes
GARANCE;F;2010;7;Nantes
INES;F;2010;7;Nantes
IZIA;F;2010;7;Nantes
LÉANA;F;2010;7;Nantes
LILI;F;2010;7;Nantes
LOUISA;F;2010;7;Nantes
LYLOU;F;2010;7;Nantes
NORAH;F;2010;7;Nantes
SARA;F;2010;7;Nantes
VICTOIRE;F;2010;7;Nantes
CHARLIE;F;2010;6;Nantes
ELOANE;F;2010;6;Nantes
EMMY;F;2010;6;Nantes
EMY;F;2010;6;Nantes
HANNA;F;2010;6;Nantes
HÉLOÏSE;F;2010;6;Nantes
HORTENSE;F;2010;6;Nantes
LALY;F;2010;6;Nantes
LÉANE;F;2010;6;Nantes
LOANE;F;2010;6;Nantes
LYA;F;2010;6;Nantes
MARYAM;F;2010;6;Nantes
MÉLISSA;F;2010;6;Nantes
VICTORIA;F;2010;6;Nantes
VIOLETTE;F;2010;6;Nantes
LUCAS;M;2010;69;Nantes
HUGO;M;2010;62;Nantes
JULES;M;2010;61;Nantes
ARTHUR;M;2010;58;Nantes
ENZO;M;2010;58;Nantes
LÉO;M;2010;58;Nantes
LOUIS;M;2010;50;Nantes
CLÉMENT;M;2010;49;Nantes
NATHAN;M;2010;47;Nantes
TOM;M;2010;45;Nantes
RAPHAËL;M;2010;44;Nantes
GABRIEL;M;2010;43;Nantes
THÉO;M;2010;43;Nantes
SIMON;M;2010;40;Nantes
NOAH;M;2010;38;Nantes
MAËL;M;2010;37;Nantes
SACHA;M;2010;36;Nantes
TIMÉO;M;2010;35;Nantes
TITOUAN;M;2010;35;Nantes
GABIN;M;2010;34;Nantes
PAUL;M;2010;34;Nantes
ANTOINE;M;2010;33;Nantes
BAPTISTE;M;2010;33;Nantes
ETHAN;M;2010;32;Nantes
EVAN;M;2010;32;Nantes
MATHÉO;M;2010;32;Nantes
MATHIS;M;2010;32;Nantes
THOMAS;M;2010;32;Nantes
EWEN;M;2010;31;Nantes
NOLAN;M;2010;31;Nantes
NINO;M;2010;30;Nantes
NOÉ;M;2010;29;Nantes
YANIS;M;2010;29;Nantes
QUENTIN;M;2010;26;Nantes
ALEXANDRE;M;2010;25;Nantes
AXEL;M;2010;25;Nantes
LIAM;M;2010;24;Nantes
MAXENCE;M;2010;24;Nantes
MAXIME;M;2010;24;Nantes
VALENTIN;M;2010;24;Nantes
ALEXIS;M;2010;23;Nantes
ELIOTT;M;2010;23;Nantes
MALO;M;2010;23;Nantes
VICTOR;M;2010;23;Nantes
ADAM;M;2010;21;Nantes
GASPARD;M;2010;21;Nantes
ESTEBAN;M;2010;20;Nantes
MARTIN;M;2010;20;Nantes
ROBIN;M;2010;20;Nantes
ANTONIN;M;2010;18;Nantes
ILAN;M;2010;18;Nantes
MARIUS;M;2010;18;Nantes
PIERRE;M;2010;18;Nantes
TIMOTHÉE;M;2010;18;Nantes
BENJAMIN;M;2010;17;Nantes
OSCAR;M;2010;17;Nantes
PABLO;M;2010;17;Nantes
SAMUEL;M;2010;17;Nantes
NOA;M;2010;16;Nantes
THIBAULT;M;2010;16;Nantes
AARON;M;2010;15;Nantes
ADRIEN;M;2010;15;Nantes
CAMILLE;M;2010;15;Nantes
MATHIEU;M;2010;15;Nantes
MATHYS;M;2010;15;Nantes
ROMAIN;M;2010;15;Nantes
LÉON;M;2010;14;Nantes
LILIAN;M;2010;14;Nantes
NOAM;M;2010;14;Nantes
AUGUSTIN;M;2010;12;Nantes
CORENTIN;M;2010;12;Nantes
FÉLIX;M;2010;12;Nantes
LENNY;M;2010;12;Nantes
LORENZO;M;2010;12;Nantes
LUCIEN;M;2010;12;Nantes
ALBAN;M;2010;11;Nantes
LUKA;M;2010;11;Nantes
MATÉO;M;2010;11;Nantes
MILO;M;2010;11;Nantes
BASTIEN;M;2010;10;Nantes
