,Arrondissement_num,F_percent
0,1,14.678899082568808
1,2,17.46031746031746
2,3,23.333333333333332
3,4,8.333333333333332
4,5,4.166666666666666
5,6,11.538461538461538
6,7,5.487804878048781
7,8,3.4965034965034967
8,9,10.76923076923077
9,10,8.737864077669903
10,11,8.808290155440414
11,12,8.962264150943396
12,13,10.333333333333334
13,14,7.633587786259542
14,15,7.161803713527852
15,16,4.929577464788732
16,17,6.333333333333334
17,18,11.11111111111111
18,19,12.093023255813954
19,20,10.676156583629894
